datetime,hour,month,traffic,heating_ban,tec_power,wind_speed,pm25,target_pm25_in_12h
2016-05-26 01:35:40.146302,1,5,0.11033464571467061,True,0.20940773110759947,6.426343754716416,12.493855274335251,22.85789451416028
2016-05-26 02:35:40.146302,2,5,0.13872618599861308,True,0.3909313897247608,8.580341499713988,20.779786965037403,29.011615044452736
2016-05-26 03:35:40.146302,3,5,0.03334375278761953,True,0.2,3.793116041673179,11.197260271753512,34.793091891835815
2016-05-26 04:35:40.146302,4,5,0.08657719034212419,True,0.3675130848982595,0.6446228902420248,45.8702435752016,9.759369643623234
2016-05-26 05:35:40.146302,5,5,0.14376366104464838,True,0.32473750822962416,1.3341365426027951,38.052403778025976,17.476409613896134
2016-05-26 06:35:40.146302,6,5,0.35211696563433276,True,0.441392932475668,7.77381360957583,22.785914918380048,91.94637796841792
2016-05-26 07:35:40.146302,7,5,0.49910914321340316,True,0.2,8.916993033398514,5.0,60.05427301478061
2016-05-26 08:35:40.146302,8,5,0.72047909605812,True,0.32833364360493966,9.09546624155751,33.09208760168241,40.24307527552415
2016-05-26 09:35:40.146302,9,5,0.9555472403563122,True,0.3992658109926297,2.206602743819875,50.66747396377007,15.26467039992377
2016-05-26 10:35:40.146302,10,5,0.8552536050210742,True,0.3812235788894952,2.2931195789752454,70.35876828066833,12.496326386554914
2016-05-26 11:35:40.146302,11,5,0.5090577384079792,True,0.3990328754613427,6.972059501585002,23.8428878553172,18.03580055747842
2016-05-26 12:35:40.146302,12,5,0.41249986884079437,True,0.21966843776684314,2.5679169822451775,37.97080094755614,36.45617066356102
2016-05-26 13:35:40.146302,13,5,0.3802833046221983,True,0.23556263391464166,8.611572356217486,22.85789451416028,22.3884288351397
2016-05-26 14:35:40.146302,14,5,0.3076671662463665,True,0.22083201313916528,1.9813514522825226,29.011615044452736,5.0
2016-05-26 15:35:40.146302,15,5,0.36585646392064397,True,0.3286575493419734,2.323007923563789,34.793091891835815,16.880749791803957
2016-05-26 16:35:40.146302,16,5,0.4522533384174795,True,0.3625026326927807,9.097025907503003,9.759369643623234,5.0
2016-05-26 17:35:40.146302,17,5,0.9038307241261222,True,0.38496549487949033,7.808471237240164,17.476409613896134,37.85133116834697
2016-05-26 18:35:40.146302,18,5,0.9879596340436414,True,0.3712547791465804,0.7589424673279133,91.94637796841792,16.251343827175436
2016-05-26 19:35:40.146302,19,5,0.9738784639036201,True,0.3636667826206369,2.563567116114368,60.05427301478061,47.05473816865195
2016-05-26 20:35:40.146302,20,5,0.940917034175215,True,0.4703693443760713,6.421533813396952,40.24307527552415,34.37276988050974
2016-05-26 21:35:40.146302,21,5,0.47925423849221116,True,0.35302376741328606,4.408451113886999,15.26467039992377,61.644275240595505
2016-05-26 22:35:40.146302,22,5,0.5456707349606997,True,0.2370342034261982,5.91464023941843,12.496326386554914,99.4523289323289
2016-05-26 23:35:40.146302,23,5,0.3748065697975421,True,0.2930344634524099,5.8146485495188855,18.03580055747842,6.890689510841398
2016-05-27 00:35:40.146302,0,5,0.4798004589397371,True,0.23744843389718373,2.8597039497848376,36.45617066356102,19.757524393547914
2016-05-27 01:35:40.146302,1,5,0.10989460031645586,True,0.3168823491084869,3.490425925655438,22.3884288351397,63.47300248903205
2016-05-27 02:35:40.146302,2,5,0.05327073628962044,True,0.2937437944492743,7.268581307248393,5.0,37.83011543067575
2016-05-27 03:35:40.146302,3,5,0.060080037808916284,True,0.45553523333887797,2.5559866936371667,16.880749791803957,5.0
2016-05-27 04:35:40.146302,4,5,0.12106183079532523,True,0.2,8.842135274212628,5.0,18.741101330247094
2016-05-27 05:35:40.146302,5,5,0.13451595300399882,True,0.3906197132285289,2.7938719867689867,37.85133116834697,72.3037909666366
2016-05-27 06:35:40.146302,6,5,0.4967736325581297,True,0.33139598811512816,4.610583455020658,16.251343827175436,117.00050021782121
2016-05-27 07:35:40.146302,7,5,0.5928480400417478,True,0.2975622022598858,2.1479227102412226,47.05473816865195,82.05374430080595
2016-05-27 08:35:40.146302,8,5,0.9170948155953028,True,0.26097566215706186,3.9553308196204573,34.37276988050974,56.706104936414036
2016-05-27 09:35:40.146302,9,5,0.9585918239973871,True,0.305246727886643,1.8521247961340803,61.644275240595505,52.83706669857713
2016-05-27 10:35:40.146302,10,5,0.9723801393158743,True,0.2642520355728372,0.3629523561771253,99.4523289323289,15.078127116147648
2016-05-27 11:35:40.146302,11,5,0.7336579002987137,True,0.2,7.325335434765931,6.890689510841398,25.65463727142717
2016-05-27 12:35:40.146302,12,5,0.4139170370797808,True,0.2434995011488785,3.2068569668068725,19.757524393547914,54.451403401112664
2016-05-27 13:35:40.146302,13,5,0.5752888762711835,True,0.21937660160010009,1.2592942250542571,63.47300248903205,21.127567064195674
2016-05-27 14:35:40.146302,14,5,0.4315097451133231,True,0.3103594672797873,2.2151605847996447,37.83011543067575,13.135343486692728
2016-05-27 15:35:40.146302,15,5,0.46329302659105775,True,0.2,5.698494801291345,5.0,6.939441378852909
2016-05-27 16:35:40.146302,16,5,0.3723114871336498,True,0.5,9.864588101997642,18.741101330247094,28.492478690818146
2016-05-27 17:35:40.146302,17,5,1.0,True,0.38988487040462144,1.758832014755749,72.3037909666366,5.1074632361529275
